Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Angus,9.8,Male,578.7,Fever,Nasal Discharge,Diarrhea,Weakness,2 days,No,No,No,Yes,Yes,No,No,Yes,No,39.9°C,78,Respiratory Disease
Dog,Husky,2,Male,21.6,Lameness,Anorexia,Coughing,Coughing,7 days,No,No,No,Yes,Yes,No,No,No,Yes,38.2°C,97,Kennel Cough
Cow,Hereford,7.7,Male,508.6,Skin Lesions,Diarrhea,Weight Loss,Dehydration,11 days,Yes,No,No,No,No,No,No,No,No,38.6°C,60,Parasitic Infection
Cow,Shorthorn,9.2,Female,562.6,Skin Lesions,Coughing,Eye Discharge,Nasal Discharge,22 hours,No,No,No,No,No,Yes,No,No,No,39.4°C,58,Mastitis
Dog,Yorkshire Terrier,6.6,Female,4.3,Anorexia,Coughing,Diarrhea,Eye_Discharge,1 days,No,No,No,No,No,No,No,Yes,Yes,38.4°C,114,Kennel Cough
Dog,Border Collie,0.6,Male,10.6,Lethargy,Dehydration,Vomiting,Anorexia,12 days,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,121,Parvovirus
Cow,Limousin,6.6,Male,491.8,Diarrhea,Weight Loss,Weakness,Labored Breathing,7 days,Yes,No,No,No,No,No,No,No,No,39.3°C,48,Parasitic Infection
Cow,Red Angus,9.2,Female,739.8,Skin Lesions,Fever,Weakness,Eye Discharge,19 hours,No,No,No,No,No,No,No,No,No,39.5°C,57,Bovine Viral Diarrhea
Cow,Dexter,9.2,Male,538.6,Diarrhea,Weakness,Labored Breathing,Coughing,11 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,52,Parasitic Infection
Dog,Dalmatian,0.7,Female,38,Eye Discharge,Labored Breathing,Fever,Weakness,11 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,128,Parvovirus
Cow,Dexter,7.8,Male,561,Weakness,Nasal Discharge,Eye Discharge,Fever,2 days,Yes,No,No,No,No,No,No,Yes,Yes,40.5°C,77,Respiratory Disease
Cow,Jersey,4.5,Female,518.8,Weakness,Eye Discharge,Nasal Discharge,Diarrhea,6 days,No,No,Yes,Yes,No,No,No,No,No,39.0°C,61,Bovine Viral Diarrhea
Dog,Shih Tzu,1.4,Female,6.5,Eye Discharge,Appetite Loss,Labored Breathing,Anorexia,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,99,Gastroenteritis
Cow,Charolais,7.9,Male,589.9,Eye Discharge,Weakness,Diarrhea,Vomiting,16 hours,Yes,No,No,No,No,Yes,Yes,No,No,39.9°C,63,Foot and Mouth Disease
Dog,Rottweiler,4.2,Male,30.2,Nasal_Discharge,Anorexia,Coughing,Labored Breathing,9 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,39.2°C,124,Canine Distemper
Dog,Golden Retriever,0.5,Male,25.2,Diarrhea,Eye Discharge,Vomiting,Diarrhea,2 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,150,Parvovirus
Dog,Dalmatian,5.2,Male,26.3,Vomiting,Weakness,Nasal Discharge,Eye Discharge,8 days,Yes,No,No,Yes,No,No,No,No,Yes,38.4°C,117,Kennel Cough
Cow,Belted Galloway,6.8,Female,611.6,Labored Breathing,Weakness,Coughing,Labored Breathing,5 days,Yes,No,No,No,Yes,No,No,No,No,39.9°C,57,Respiratory Disease
Dog,Border Collie,1,Male,12.8,Diarrhea,Dehydration,Weakness,Coughing,12 days,Yes,Yes,Yes,No,No,No,No,No,No,40.6°C,65,Parvovirus
Cow,Charolais,3.9,Male,496.6,Vomiting,Respiratory Signs,Nasal Discharge,Diarrhea,12 days,No,No,Yes,No,No,No,No,Yes,Yes,39.1°C,70,Bovine Viral Diarrhea
Dog,Corgi,2.6,Female,3.7,Fever,Vomiting,Loss of Appetite,Fever,9 days,No,No,No,No,No,Yes,No,No,No,39.2°C,98,Lyme Disease
Cow,Limousin,0.7,Male,538,Nasal Discharge,Lameness,Weight Loss,Vomiting,8 days,No,No,Yes,No,No,No,No,No,No,38.8°C,125,Parasitic Infection
Cow,Dexter,11.6,Male,586.5,Weakness,Nasal Discharge,Labored Breathing,Anemia,19 hours,No,No,Yes,No,Yes,No,No,No,No,38.7°C,64,Parasitic Infection
Cow,Ayrshire,8.5,Male,751.9,Anemia,Diarrhea,Dehydration,Weight Loss,8 days,No,No,Yes,No,No,No,No,No,No,38.6°C,67,Parasitic Infection
Cow,Belted Galloway,3.5,Male,417.5,Fever,Weakness,Lameness,Labored Breathing,10 days,Yes,No,Yes,No,No,Yes,Yes,No,No,39.1°C,55,Foot and Mouth Disease
Dog,Doberman Pinscher,1.7,Male,21.8,Fever,Lameness,Dehydration,Diarrhea,11 days,Yes,Yes,Yes,No,No,No,No,No,No,38.9°C,121,Gastroenteritis
Cow,Red Angus,6.8,Female,463.3,Diarrhea,Lameness,Labored Breathing,Coughing,14 days,No,No,No,Yes,Yes,No,No,Yes,No,39.8°C,82,Respiratory Disease
Dog,Chihuahua,1,Male,4.6,Eye_Discharge,Fever,Coughing,Eye Discharge,12 days,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.7°C,122,Canine Distemper
Dog,Poodle,1.3,Male,23.3,Diarrhea,Dehydration,Lameness,Labored Breathing,11 days,No,No,No,No,No,No,No,Yes,No,38.4°C,97,Kennel Cough
Dog,Akita,10.3,Male,28.6,Eye Discharge,Diarrhea,Skin Lesions,Weakness,11 days,No,No,No,No,No,Yes,Yes,No,No,39.8°C,79,Lyme Disease
Dog,Beagle,0.7,Female,14.4,Coughing,Diarrhea,Skin Lesions,Anorexia,9 days,Yes,Yes,Yes,No,No,No,No,No,No,38.9°C,159,Parvovirus
Cow,Limousin,2.3,Male,496.5,Skin Lesions,Weakness,Coughing,Fever,3 days,Yes,No,No,No,No,Yes,Yes,No,No,39.6°C,77,Foot and Mouth Disease
Dog,Boxer,0.9,Male,29.3,Diarrhea,Lethargy,Dehydration,Anorexia,12 days,Yes,Yes,Yes,No,No,No,No,No,No,40.5°C,138,Parvovirus
Cow,Brahman,9.8,Male,498.5,Fever,Vomiting,Nasal Discharge,Diarrhea,11 days,No,No,No,Yes,No,No,No,Yes,No,40.5°C,67,Respiratory Disease
Dog,German Shepherd,6.2,Male,21.7,Coughing,Nasal Discharge,Anorexia,Fever,13 days,No,No,Yes,Yes,No,No,No,Yes,No,40.2°C,121,Canine Distemper
Dog,Golden Retriever,0.5,Male,20.3,Nasal Discharge,Fever,Coughing,Lethargy,4 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,132,Parvovirus
Dog,Bulldog,4,Male,16.1,Dehydration,Eye Discharge,Coughing,Weakness,12 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.9°C,126,Canine Distemper
Cow,Brown Swiss,1.8,Female,532.9,Coughing,Eye Discharge,Lameness,Lameness,4 days,Yes,No,No,No,No,Yes,Yes,No,No,40.1°C,79,Foot and Mouth Disease
Cow,Shorthorn,0.5,Male,520.1,Weakness,Diarrhea,Skin Lesions,Nasal Discharge,3 days,Yes,No,No,Yes,No,No,No,Yes,No,40.2°C,125,Respiratory Disease
Cow,Hereford,5.8,Female,406.8,Diarrhea,Vomiting,Anorexia,Weakness,9 days,No,No,Yes,Yes,No,No,No,No,No,40.5°C,66,Bovine Viral Diarrhea
Cow,Shorthorn,5.3,Male,551.4,Lameness,Eye Discharge,Vomiting,Dehydration,1 days,Yes,No,Yes,No,Yes,No,No,No,No,40.8°C,81,Bovine Viral Diarrhea
Dog,Corgi,11.6,Male,14.2,Loss of Appetite,Skin Lesions,Nasal Discharge,Eye Discharge,3 days,Yes,No,Yes,No,No,Yes,No,No,No,38.6°C,86,Lyme Disease
Cow,Belted Galloway,5.3,Female,639.9,Anorexia,Vomiting,Fever,Coughing,6 days,Yes,No,No,Yes,No,No,No,Yes,No,40.1°C,50,Respiratory Disease
Cow,Brown Swiss,2.8,Female,581.7,Coughing,Labored Breathing,Lameness,Nasal Discharge,9 days,No,No,No,Yes,Yes,No,No,Yes,No,39.7°C,61,Respiratory Disease
Cow,Red Poll,7.9,Male,473.5,Diarrhea,Anorexia,Fever,Eye Discharge,7 days,Yes,No,No,No,No,Yes,No,No,No,41.0°C,57,Foot and Mouth Disease
Cow,Simmental,9.8,Male,831.5,Vomiting,Anorexia,Diarrhea,Coughing,14 days,No,No,No,Yes,No,No,No,Yes,No,41.0°C,68,Respiratory Disease
Cow,Holstein,8.6,Female,468.3,Fever,Fever,Weakness,Dehydration,7 days,Yes,No,No,No,No,Yes,Yes,No,No,38.9°C,52,Foot and Mouth Disease
Cow,Brahman,6.2,Male,534.3,Vomiting,Coughing,Dehydration,Weakness,13 days,No,No,Yes,No,No,No,No,No,No,39.1°C,68,Parasitic Infection
Dog,Poodle,4.6,Female,20.7,Skin Lesions,Vomiting,Coughing,Dehydration,4 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,72,Gastroenteritis
Cow,Ayrshire,0.9,Male,687.9,Fever,Diarrhea,Nasal Discharge,Skin Lesions,1 days,Yes,No,No,Yes,No,Yes,Yes,No,No,40.2°C,119,Foot and Mouth Disease
Dog,Shih Tzu,7.3,Male,5.2,Eye Discharge,Diarrhea,Weakness,Skin Lesions,5 days,Yes,No,No,Yes,No,No,No,Yes,Yes,39.1°C,110,Kennel Cough
Cow,Holstein,4,Male,408.5,Vomiting,Anemia,Diarrhea,Weakness,10 days,No,No,Yes,No,No,No,No,No,No,38.8°C,83,Parasitic Infection
Dog,Siberian Husky,0.6,Male,28.1,Weakness,Labored Breathing,Diarrhea,Skin Lesions,12 days,No,Yes,Yes,No,No,No,No,No,No,39.9°C,136,Parvovirus
Cow,Ayrshire,0.5,Male,440,Diarrhea,Eye Discharge,Diarrhea,Weakness,10 days,No,No,Yes,No,No,No,No,No,No,38.9°C,129,Parasitic Infection
Cow,Hereford,5.4,Female,389.2,Dehydration,Vomiting,Skin Lesions,Lameness,12 days,Yes,No,No,No,No,No,No,No,No,39.3°C,71,Mastitis
Dog,Border Collie,5,Female,1.3,Fever,Diarrhea,Coughing,Vomiting,3 days,No,No,No,Yes,No,No,No,No,No,39.8°C,78,Canine Distemper
Dog,Beagle,4.6,Female,14.5,Fever,Fever,Dehydration,Diarrhea,8 days,Yes,No,No,No,No,Yes,No,No,No,39.7°C,108,Lyme Disease
Cow,Jersey,6.4,Male,564.8,Anorexia,Nasal Discharge,Dehydration,Coughing,14 days,Yes,No,Yes,No,No,Yes,No,No,No,39.5°C,48,Foot and Mouth Disease
Dog,Dachshund,0.8,Female,15.7,Fever,Dehydration,Lethargy,Anorexia,2 days,Yes,Yes,Yes,No,No,No,No,Yes,No,40.2°C,148,Parvovirus
Cow,Charolais,2.4,Female,667.4,Labored Breathing,Anorexia,Swollen Udder,Nasal Discharge,1 days,Yes,No,No,No,No,No,No,No,No,40.1°C,68,Mastitis
Dog,Yorkshire Terrier,4.4,Male,4.4,Eye Discharge,Coughing,Vomiting,Lethargy,1 days,No,Yes,Yes,No,No,No,No,Yes,No,39.1°C,91,Gastroenteritis
Cow,Holstein,8.1,Female,540.4,Nasal Discharge,Diarrhea,Diarrhea,Vomiting,14 days,Yes,No,Yes,No,No,No,No,No,No,38.4°C,76,Parasitic Infection
Dog,Labrador Retriever,7.5,Male,21.2,Vomiting,Labored Breathing,Fever,Lameness,7 days,Yes,No,No,No,No,Yes,No,No,No,39.0°C,110,Lyme Disease
Dog,Beagle,4.5,Male,12.1,Labored Breathing,Vomiting,Nasal Discharge,Coughing,3 weeks,Yes,No,Yes,No,No,No,No,No,No,39.0°C,63,Gastroenteritis
Cow,Brown Swiss,8,Male,520.4,Vomiting,Fever,Nasal Discharge,Eye Discharge,1 days,No,No,No,Yes,No,No,No,No,No,38.6°C,64,Respiratory Disease
Dog,Rottweiler,6.5,Female,43.8,Dehydration,Vomiting,Diarrhea,Lameness,9 days,No,Yes,No,Yes,No,No,No,Yes,No,39.8°C,64,Canine Distemper
Dog,Bulldog,0.1,Male,16.8,Anorexia,Nasal Discharge,Fever,Lameness,11 days,No,Yes,Yes,No,No,No,No,No,No,39.0°C,123,Parvovirus
Cow,Angus,8.6,Male,528.1,Diarrhea,Anemia,Anorexia,Vomiting,5 days,No,No,Yes,No,No,No,No,No,No,39.3°C,60,Parasitic Infection
Cow,Angus,6.5,Female,530.3,Anorexia,Vomiting,Nasal Discharge,Dehydration,3 weeks,Yes,No,Yes,Yes,No,No,No,Yes,No,39.5°C,59,Bovine Viral Diarrhea
Cow,Shorthorn,7.6,Female,540.2,Labored Breathing,Diarrhea,Respiratory Signs,Diarrhea,23 hours,Yes,No,Yes,No,No,No,No,No,No,40.7°C,51,Bovine Viral Diarrhea
Cow,Belted Galloway,7.4,Female,525.8,Skin Lesions,Nasal Discharge,Weakness,Diarrhea,4 days,No,No,No,No,No,No,No,No,No,39.1°C,75,Parasitic Infection
Cow,Jersey,8.3,Male,475.1,Weight Loss,Dehydration,Weakness,Skin Lesions,12 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,77,Parasitic Infection
Cow,Brahman,9.3,Male,457.5,Diarrhea,Skin Lesions,Swollen Udder,Reduced Appetite,12 days,Yes,No,No,No,No,No,No,No,No,39.7°C,57,Mastitis
Dog,Shih Tzu,1.6,Female,4.8,Eye Discharge,Lethargy,Vomiting,Coughing,6 weeks,No,Yes,Yes,No,No,No,No,No,No,38.4°C,60,Gastroenteritis
Dog,Doberman Pinscher,1.2,Female,23.2,Lameness,Coughing,Vomiting,Nasal_Discharge,12 days,No,No,No,Yes,Yes,No,No,No,Yes,40.0°C,68,Kennel Cough
Dog,Husky,6.7,Male,23.9,Coughing,Dehydration,Nasal Discharge,Weakness,2 days,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,39.8°C,91,Canine Distemper
Dog,German Shepherd,6.5,Female,26.1,Eye Discharge,Coughing,Fever,Nasal Discharge,6 days,No,No,No,Yes,No,No,No,No,No,38.3°C,89,Kennel Cough
Dog,Golden Retriever,4.7,Male,27.3,Lameness,Nasal Discharge,Labored Breathing,Lameness,11 days,Yes,No,No,No,No,Yes,No,No,No,38.9°C,89,Lyme Disease
Cow,Aberdeen Angus,3.6,Male,669.9,Nasal Discharge,Fever,Coughing,Coughing,19 hours,Yes,No,No,Yes,Yes,No,No,Yes,No,40.4°C,73,Respiratory Disease
Cow,Jersey,2.3,Male,606.8,Nasal Discharge,Vomiting,Fever,Fever,10 days,Yes,No,Yes,No,No,No,No,Yes,Yes,38.9°C,64,Bovine Viral Diarrhea
Dog,Poodle,4.4,Male,22.8,Dehydration,Fever,Skin Lesions,Lameness,10 days,No,No,No,Yes,No,No,No,No,Yes,38.6°C,90,Kennel Cough
Cow,Brahman,5.3,Male,567,Coughing,Lameness,Labored Breathing,Coughing,13 days,No,No,No,Yes,Yes,No,No,Yes,No,39.6°C,50,Respiratory Disease
Cow,Charolais,10.7,Male,474,Vomiting,Weakness,Lameness,Coughing,1 weeks,No,No,No,No,No,No,No,No,No,39.3°C,58,Parasitic Infection
Cow,Dexter,4.1,Female,577,Lameness,Diarrhea,Weakness,Labored Breathing,7 days,No,No,No,No,No,Yes,No,Yes,Yes,39.5°C,72,Bovine Viral Diarrhea
Dog,Corgi,1.6,Male,14.2,Dehydration,Nasal Discharge,Anorexia,Coughing,1 days,Yes,No,No,No,No,Yes,No,No,No,38.0°C,61,Lyme Disease
Cow,Charolais,10.8,Male,594.4,Coughing,Nasal Discharge,Fever,Weakness,13 days,Yes,No,No,No,No,No,No,No,No,39.8°C,77,Mastitis
Dog,German Shepherd,0.6,Female,33.6,Diarrhea,Anorexia,Skin Lesions,Dehydration,14 hours,No,Yes,No,Yes,No,No,No,Yes,Yes,39.0°C,157,Kennel Cough
Dog,Chihuahua,5.7,Male,5.1,Fever,Labored Breathing,Loss of Appetite,Fever,6 days,No,No,No,No,No,Yes,No,No,No,38.8°C,115,Lyme Disease
Dog,Beagle,4.7,Male,16.5,Nasal Discharge,Appetite Loss,Anorexia,Coughing,3 days,No,No,Yes,No,No,No,No,No,No,38.9°C,60,Gastroenteritis
Cow,Charolais,8.4,Male,659.5,Labored Breathing,Skin Lesions,Nasal Discharge,Coughing,12 days,Yes,No,No,Yes,No,No,No,Yes,No,40.5°C,60,Respiratory Disease
Dog,Bulldog,3.4,Female,14.2,Nasal_Discharge,Skin Lesions,Anorexia,Vomiting,13 days,No,Yes,Yes,Yes,Yes,No,No,Yes,No,39.5°C,114,Canine Distemper
Cow,Simmental,5.4,Male,614.4,Vomiting,Lameness,Weakness,Anorexia,8 weeks,Yes,No,Yes,No,No,No,No,No,No,38.5°C,72,Parasitic Infection
Dog,Shih Tzu,1,Female,4.6,Lameness,Diarrhea,Weakness,Vomiting,2 days,No,Yes,Yes,No,No,No,No,No,No,40.1°C,99,Parvovirus
Dog,Doberman Pinscher,12,Male,32.2,Vomiting,Nasal Discharge,Skin Lesions,Vomiting,15 hours,Yes,Yes,Yes,No,No,No,No,No,No,38.9°C,63,Gastroenteritis
Cow,Belted Galloway,11.1,Female,607.4,Coughing,Fever,Anorexia,Fever,1 days,Yes,No,No,No,No,No,No,No,No,40.3°C,83,Mastitis
Dog,Siberian Husky,10.2,Female,40.9,Fever,Diarrhea,Anorexia,Labored Breathing,4 days,Yes,No,Yes,No,No,No,No,No,No,38.6°C,107,Gastroenteritis
Cow,Red Poll,11.4,Female,581.1,Eye Discharge,Coughing,Diarrhea,Anorexia,3 days,Yes,No,Yes,No,No,No,No,No,No,39.0°C,51,Parasitic Infection
Cow,Limousin,8.2,Male,546.5,Dehydration,Fever,Lameness,Vomiting,3 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.1°C,74,Respiratory Disease
Dog,Dalmatian,0.4,Female,24.3,Eye_Discharge,Weakness,Dehydration,Skin Lesions,5 days,No,Yes,No,Yes,No,No,No,Yes,No,38.6°C,153,Kennel Cough
Cow,Brahman,2.2,Male,695.8,Diarrhea,Eye Discharge,Lameness,Vomiting,8 days,Yes,No,No,No,No,Yes,Yes,No,No,39.5°C,57,Foot and Mouth Disease
Cow,Dexter,8.8,Male,551,Lameness,Skin Lesions,Eye Discharge,Diarrhea,7 days,No,No,Yes,Yes,No,No,No,No,No,40.3°C,74,Bovine Viral Diarrhea
Cow,Ayrshire,2.3,Male,525.1,Vomiting,Lameness,Labored Breathing,Dehydration,22 hours,Yes,No,No,No,No,No,No,No,No,39.9°C,81,Mastitis
Cow,Jersey,8.3,Male,605.6,Lameness,Skin Lesions,Dehydration,Eye Discharge,5 days,Yes,No,No,No,Yes,No,No,Yes,No,39.2°C,79,Respiratory Disease
Dog,Bulldog,4.4,Male,15.2,Nasal_Discharge,Anorexia,Dehydration,Weakness,7 days,Yes,No,No,Yes,Yes,No,No,No,Yes,38.4°C,100,Kennel Cough
Dog,Cocker Spaniel,6.4,Female,7.5,Labored Breathing,Nasal Discharge,Lameness,Fever,13 days,Yes,No,Yes,No,No,No,No,No,No,39.4°C,102,Gastroenteritis
Dog,Dachshund,5.6,Female,17.9,Lameness,Nasal Discharge,Skin Lesions,Labored Breathing,10 days,Yes,No,No,No,No,Yes,No,No,No,39.3°C,65,Lyme Disease
Cow,Belted Galloway,2.2,Female,490.8,Swollen Udder,Labored Breathing,Fever,Vomiting,12 days,Yes,No,No,No,No,No,No,No,No,40.1°C,63,Mastitis
Dog,Siberian Husky,8.6,Male,21.9,Coughing,Lameness,Fever,Labored Breathing,5 days,Yes,No,Yes,No,No,Yes,No,No,No,38.5°C,104,Lyme Disease
Cow,Angus,0.8,Female,541.8,Coughing,Diarrhea,Nasal Discharge,Weakness,11 days,No,No,No,No,Yes,Yes,Yes,No,No,40.0°C,107,Foot and Mouth Disease
Cow,Ayrshire,0.8,Female,478.1,Lameness,Vomiting,Weakness,Anorexia,17 hours,Yes,No,No,No,No,Yes,Yes,No,No,39.5°C,111,Foot and Mouth Disease
Cow,Brahman,4.6,Male,465.4,Nasal Discharge,Diarrhea,Skin Lesions,Eye Discharge,10 days,Yes,No,No,No,No,No,No,No,No,40.1°C,81,Mastitis
Cow,Holstein,4.5,Male,489.1,Dehydration,Nasal Discharge,Labored Breathing,Skin Lesions,7 days,Yes,No,No,Yes,No,No,No,Yes,No,39.0°C,62,Respiratory Disease
Dog,Labrador,8.5,Male,25.6,Fever,Anorexia,Coughing,Labored Breathing,14 days,No,No,No,Yes,Yes,No,No,Yes,No,38.6°C,73,Kennel Cough
Cow,Simmental,0.2,Male,473.9,Skin Lesions,Nasal Discharge,Lameness,Coughing,11 days,Yes,No,No,No,No,Yes,Yes,No,No,39.4°C,120,Foot and Mouth Disease
Dog,Labrador Retriever,3.6,Female,12.7,Eye_Discharge,Coughing,Vomiting,Labored Breathing,16 hours,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,40.0°C,62,Canine Distemper
Dog,Dalmatian,3.1,Female,20.5,Skin Lesions,Anorexia,Nasal Discharge,Appetite Loss,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,113,Gastroenteritis
Dog,Border Collie,9.7,Male,8.2,Diarrhea,Eye Discharge,Lameness,Fever,5 days,Yes,No,No,No,No,Yes,No,No,No,38.5°C,69,Lyme Disease
Dog,Dachshund,9.5,Male,25.1,Anorexia,Diarrhea,Weakness,Eye_Discharge,4 days,No,No,No,Yes,No,No,No,Yes,Yes,37.8°C,124,Kennel Cough
Cow,Hereford,3.5,Female,570,Eye Discharge,Lameness,Anorexia,Dehydration,3 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.2°C,51,Respiratory Disease
Cow,Hereford,6.8,Male,535.2,Anemia,Lameness,Anorexia,Diarrhea,3 weeks,Yes,No,Yes,Yes,No,No,No,No,No,38.9°C,63,Parasitic Infection
Cow,Red Poll,5.1,Female,552.4,Nasal Discharge,Coughing,Fever,Labored Breathing,4 days,Yes,No,Yes,No,No,No,No,No,No,38.8°C,71,Parasitic Infection
Dog,Labrador,7.2,Female,22.1,Nasal Discharge,Diarrhea,Eye_Discharge,Nasal_Discharge,10 days,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,38.9°C,127,Canine Distemper
Dog,Poodle,3.4,Male,13.2,Fever,Vomiting,Eye Discharge,Eye_Discharge,13 days,Yes,Yes,No,Yes,No,No,No,No,No,40.3°C,120,Canine Distemper
Dog,Poodle,9.2,Female,23.7,Lethargy,Eye Discharge,Skin Lesions,Lameness,9 days,Yes,No,No,No,No,Yes,No,No,No,38.3°C,93,Lyme Disease
Cow,Holstein,3,Male,668.3,Fever,Nasal Discharge,Vomiting,Diarrhea,5 days,No,No,Yes,No,No,No,No,Yes,No,40.2°C,74,Bovine Viral Diarrhea
Dog,German Shepherd,4.2,Male,34.4,Anorexia,Skin Lesions,Fever,Weakness,7 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,38.8°C,85,Canine Distemper
Cow,Brown Swiss,8.5,Male,613.9,Labored Breathing,Lameness,Dehydration,Skin Lesions,2 days,No,No,Yes,No,No,No,No,No,No,38.5°C,61,Parasitic Infection
Dog,Shih Tzu,4.6,Male,4.2,Vomiting,Dehydration,Labored Breathing,Diarrhea,12 days,No,Yes,Yes,Yes,No,Yes,No,No,No,38.8°C,62,Lyme Disease
Cow,Brown Swiss,6.8,Male,572.1,Coughing,Weakness,Dehydration,Nasal Discharge,15 hours,No,No,No,Yes,No,No,No,No,Yes,39.2°C,70,Respiratory Disease
Cow,Charolais,10.7,Male,533.6,Rumen Issues,Coughing,Dehydration,Labored Breathing,13 days,Yes,No,No,No,No,Yes,Yes,No,No,40.1°C,78,Foot and Mouth Disease
Dog,Doberman Pinscher,4.7,Male,34.4,Coughing,Appetite Loss,Vomiting,Anorexia,12 days,Yes,Yes,No,No,No,No,No,No,No,38.2°C,96,Gastroenteritis
Dog,Rottweiler,7.5,Female,60.8,Nasal_Discharge,Diarrhea,Weakness,Fever,7 hours,No,No,No,No,No,No,No,Yes,Yes,38.6°C,93,Kennel Cough
Dog,Akita,7,Female,29.6,Lameness,Skin Lesions,Coughing,Vomiting,11 days,No,Yes,No,Yes,No,No,No,Yes,Yes,38.6°C,119,Kennel Cough
Cow,Limousin,10.1,Male,537.4,Fever,Diarrhea,Lameness,Swollen Udder,5 days,No,No,No,No,No,No,No,No,No,38.9°C,63,Mastitis
Dog,Siberian Husky,0.2,Male,34.2,Weakness,Fever,Lethargy,Nasal Discharge,3 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,144,Parvovirus
Dog,Shih Tzu,9.1,Female,3.8,Lameness,Nasal_Discharge,Eye Discharge,Dehydration,7 days,No,No,No,Yes,Yes,No,No,Yes,No,39.1°C,75,Kennel Cough
Dog,Dachshund,3.8,Female,18.7,Coughing,Nasal_Discharge,Weakness,Labored Breathing,9 days,No,No,No,Yes,No,Yes,No,Yes,Yes,40.3°C,113,Canine Distemper
Dog,Border Collie,5.1,Male,8.3,Nasal_Discharge,Vomiting,Eye_Discharge,Skin Lesions,5 weeks,No,No,No,Yes,Yes,No,No,Yes,No,38.7°C,89,Kennel Cough
Cow,Belted Galloway,3.2,Female,353.8,Lameness,Nasal Discharge,Dehydration,Eye Discharge,1 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.9°C,82,Respiratory Disease
Cow,Brahman,4.6,Male,664.5,Dehydration,Anorexia,Labored Breathing,Weakness,4 weeks,Yes,No,No,Yes,No,No,No,Yes,Yes,40.0°C,66,Respiratory Disease
Cow,Hereford,4.3,Female,539.5,Lameness,Diarrhea,Eye Discharge,Fever,12 days,No,No,No,Yes,Yes,No,No,Yes,No,39.9°C,83,Respiratory Disease
Cow,Angus,9.7,Male,458.8,Nasal Discharge,Eye Discharge,Vomiting,Weakness,13 days,No,No,No,No,No,No,No,No,No,39.0°C,57,Parasitic Infection
Dog,Yorkshire Terrier,3.9,Male,3.7,Nasal Discharge,Vomiting,Labored Breathing,Nasal_Discharge,5 days,No,No,No,Yes,Yes,No,No,Yes,No,38.7°C,68,Kennel Cough
Cow,Holstein,3.1,Male,593.7,Nasal Discharge,Labored Breathing,Swollen Udder,Fever,20 hours,Yes,No,No,No,No,Yes,No,No,No,40.1°C,74,Mastitis
Cow,Ayrshire,8.9,Female,468.3,Weakness,Labored Breathing,Dehydration,Lameness,12 days,No,No,Yes,No,No,No,No,No,No,38.4°C,56,Parasitic Infection
Dog,Beagle,8.7,Male,5.2,Labored Breathing,Lameness,Diarrhea,Anorexia,1 days,No,No,No,Yes,No,No,No,Yes,No,38.5°C,104,Kennel Cough
Dog,Shih Tzu,3.7,Female,4.2,Labored Breathing,Lameness,Anorexia,Fever,4 days,No,No,No,No,No,Yes,No,No,No,38.6°C,79,Lyme Disease
Cow,Hereford,8.9,Female,603,Vomiting,Coughing,Coughing,Diarrhea,14 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,39.8°C,66,Respiratory Disease
Dog,Labrador,9.6,Male,36.9,Lethargy,Diarrhea,Vomiting,Weakness,2 days,Yes,Yes,No,No,No,Yes,No,No,No,38.8°C,62,Gastroenteritis
Dog,Pit Bull,5.5,Male,16.2,Labored Breathing,Coughing,Lameness,Vomiting,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.6°C,82,Gastroenteritis
Dog,Doberman Pinscher,6.4,Female,18.9,Anorexia,Loss of Appetite,Fever,Dehydration,8 days,No,No,No,No,No,Yes,No,No,No,38.2°C,112,Lyme Disease
Dog,Chihuahua,0.2,Male,4.8,Weakness,Vomiting,Nasal Discharge,Diarrhea,8 days,Yes,Yes,Yes,No,No,No,No,No,No,40.6°C,152,Parvovirus
