Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Dog,Border Collie,10.34,Female,11.8,Loss Of Appetite,<missing>,Labored Breathing,Nasal Discharge,7 days,No,No,No,No,No,Yes,No,No,No,39.2°C,84.82,Lyme Disease
Dog,Labrador Retriever,4.7,Female,32.3,Fever,Diarrhea,Dehydration,Weakness,13 days,No,Yes,Yes,No,No,No,,,,40.2,91.0,Salmonellosis
Dog,Cocker Spaniel,2.75,Male,12.72,Vomiting,Fever,Lethargy,Loss Of Appetite,4 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,39.0°C,106.78,Canine Parvovirus
Dog,Beagle,4.5,Male,12.1,Labored Breathing,Vomiting,Nasal Discharge,Coughing,3 weeks,Yes,No,Yes,No,No,No,No,No,No,39.0°C,63.0,Gastroenteritis
Dog,Labrador Retriever,3.02,Male,8.28,Skin Lesions,Vomiting,Lameness,Diarrhea,14 days,No,No,No,No,No,Yes,No,No,No,38.5°C,82.89,Lyme Disease
Dog,Labrador Retriever,4.48,Female,34.08,Abdominal Pain,Vomiting,Jaundice,Fever,19 days,Yes,Yes,Yes,No,No,No,,,,42.3,81.36,Canine Hepatitis
Dog,Yorkshire Terrier,0.32,Female,25.0,Fever,Dehydration,<missing>,Diarrhea,8 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,162.92,Parvovirus
Dog,Cocker Spaniel,1.49,Female,23.38,Sneezing,Lethargy,Persistent Cough,Ocular Discharge,5 weeks,No,No,No,Yes,No,No,No,No,Yes,39.3°C,95.33,Canine Influenza
Dog,Border Collie,0.65,Male,21.73,Labored Breathing,Eye Discharge,Vomiting,Lameness,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,140.01,Parvovirus
Dog,Border Collie,7.4,Female,26.1,Sneezing,Nasal Discharge,Lethargy,Persistent Cough,4 days,Yes,No,No,Yes,Yes,No,No,Yes,No,40.1°C,85.0,Canine Influenza
Dog,Golden Retriever,1.4,Female,21.7,Nasal Discharge,Vomiting,Lethargy,Fever,9 days,Yes,Yes,Yes,No,No,No,No,No,No,38.4°C,115.0,Gastroenteritis
Dog,Beagle,7.94,Female,38.4,Reluctance To Play,Limping,Joint Pain,Stiffness,2 weeks,No,No,No,No,No,Yes,No,No,No,38.8°C,102.18,Arthritis
Dog,Corgi,0.2,Female,7.3,Fever,Weakness,Diarrhea,Eye Discharge,14 days,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,152.0,Parvovirus
Dog,Poodle,4.9,Female,30.3,Skin Lesions,Vomiting,Lethargy,Diarrhea,4 days,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,97.0,Gastroenteritis
Dog,Labrador,0.2,Male,31.6,Lethargy,Diarrhea,Skin Lesions,Vomiting,3 days,Yes,Yes,Yes,No,No,No,No,No,No,38.9°C,142.0,Gastroenteritis
Dog,Akita,4.5,Female,14.4,Lethargy,Fever,Reduced Appetite,Ocular Discharge,2 weeks,Yes,No,No,Yes,No,No,No,No,Yes,39.6°C,63.0,Canine Influenza
Dog,Beagle,1.0,Male,10.0,Diarrhea,Vomiting,Lethargy,Appetite Loss,2 days,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,130.0,Gastroenteritis
Dog,Chihuahua,4.51,Male,22.24,Reduced Appetite,<missing>,Persistent Cough,Fever,14 days,Yes,No,No,Yes,No,No,No,No,Yes,40.5°C,108.35,Canine Influenza
Dog,Yorkshire Terrier,2.77,Male,11.82,Coughing,Nasal_Discharge,Vomiting,Weakness,6 days,Yes,Yes,No,Yes,Yes,No,No,Yes,No,40.7°C,116.74,Canine Distemper
Dog,Beagle,1.92,Female,25.46,Diarrhea,Fever,Lameness,Labored Breathing,3 days,No,No,No,Yes,Yes,No,No,No,Yes,39.0°C,110.32,Kennel Cough
Dog,Doberman Pinscher,9.0,Male,19.0,Vomiting,Eye_Discharge,Anorexia,Coughing,13 days,No,No,No,Yes,Yes,No,No,Yes,Yes,38.5°C,79.0,Kennel Cough
Dog,Siberian Husky,2.0,Female,27.5,Nasal Discharge,Nasal_Discharge,Weakness,Lameness,7 weeks,No,No,No,Yes,Yes,No,No,No,No,39.2°C,90.0,Kennel Cough
Dog,Golden Retriever,1.4,Male,28.9,Loss Of Appetite,Coughing,Skin Lesions,Lethargy,10 days,Yes,No,No,No,No,Yes,No,No,No,38.6°C,74.0,Lyme Disease
Dog,Poodle,0.41,Male,25.48,Fever,Anorexia,Fever,Labored Breathing,7 weeks,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,132.05,Parvovirus
Dog,Yorkshire Terrier,3.1,Female,12.01,Fever,Lethargy,Vomiting,Loss Of Appetite,4 days,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,39.0°C,110.85,Canine Parvovirus
Dog,Akita,9.4,Female,28.33,Dehydration,Nasal Discharge,Vomiting,Eye Discharge,2 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,67.34,Gastroenteritis
Dog,Chihuahua,0.59,Male,13.82,Coughing,Anorexia,Coughing,Eye Discharge,9 days,No,No,No,Yes,No,No,No,Yes,No,38.5°C,122.76,Kennel Cough
Dog,Poodle,8.31,Male,8.47,Eye_Discharge,Dehydration,Coughing,Weakness,12 days,Yes,No,No,Yes,Yes,No,No,No,Yes,39.1°C,102.03,Kennel Cough
Dog,Husky,8.37,Female,16.22,Dehydration,Fever,<missing>,Eye Discharge,2 days,No,No,No,No,No,Yes,No,No,No,38.3°C,98.61,Lyme Disease
Dog,Akita,8.11,Male,3.54,Loss Of Appetite,Coughing,Diarrhea,Nasal Discharge,2 weeks,No,No,No,No,No,No,No,No,No,38.0°C,69.92,Lyme Disease
Dog,Akita,7.34,Female,37.11,Fever,Lethargy,Coughing,Loss Of Appetite,4 days,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,39.3°C,101.58,Kennel Cough
Dog,Siberian Husky,10.26,Male,12.32,Diarrhea,Weakness,Dehydration,Labored Breathing,13 days,Yes,No,Yes,Yes,No,No,No,No,No,38.1°C,75.89,Gastroenteritis
Dog,Boxer,8.9,Male,29.1,Dehydration,Eye Discharge,Vomiting,Nasal Discharge,2 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,73.0,Gastroenteritis
Dog,Beagle,0.7,Female,14.4,Coughing,Diarrhea,Skin Lesions,Anorexia,9 days,Yes,Yes,Yes,No,No,No,No,No,No,38.9°C,159.0,Parvovirus
Dog,Dachshund,8.8,Male,21.7,Appetite Loss,Labored Breathing,Diarrhea,Dehydration,14 days,Yes,Yes,Yes,No,No,No,No,No,No,38.3°C,113.0,Gastroenteritis
Dog,Akita,4.56,Male,7.41,Labored Breathing,Coughing,Weakness,Nasal_Discharge,11 days,Yes,No,No,No,Yes,No,No,Yes,No,39.0°C,100.46,Kennel Cough
Dog,Poodle,7.03,Female,11.8,Dehydration,Vomiting,Nasal_Discharge,Vomiting,13 days,Yes,Yes,Yes,No,Yes,No,No,Yes,No,40.1°C,124.17,Canine Distemper
Dog,Pit Bull,6.76,Female,21.2,Eye_Discharge,Eye Discharge,Nasal_Discharge,Weakness,11 hours,No,No,No,Yes,No,No,No,Yes,No,39.0°C,101.98,Kennel Cough
Dog,Pug,1.37,Male,20.82,Eye_Discharge,Eye Discharge,Coughing,Weakness,11 days,Yes,No,Yes,No,Yes,No,No,Yes,No,39.0°C,83.69,Canine Distemper
Dog,Rottweiler,5.2,Male,21.91,Lameness,Anorexia,<missing>,Diarrhea,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,131.89,Gastroenteritis
Dog,Chihuahua,5.4,Female,2.6,Weakness,Eye Discharge,Nasal_Discharge,Fever,9 days,Yes,Yes,No,Yes,Yes,No,No,Yes,No,39.1°C,89.0,Canine Distemper
Dog,Labrador,0.46,Female,19.96,Nasal_Discharge,<missing>,Eye Discharge,Nasal Discharge,2 weeks,Yes,No,No,Yes,No,No,No,No,No,38.8°C,140.4,Kennel Cough
Dog,Doberman Pinscher,0.68,Female,20.32,Weakness,Fever,Coughing,Fever,10 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,158.19,Parvovirus
Dog,Poodle,4.7,Male,28.2,Vomiting,Skin Lesions,Nasal Discharge,Diarrhea,2 days,Yes,Yes,No,No,No,No,No,No,No,38.5°C,111.0,Gastroenteritis
Dog,Corgi,0.7,Male,15.0,Fever,Coughing,Lameness,Weakness,22 hours,No,No,No,Yes,No,No,No,No,No,37.8°C,131.0,Kennel Cough
Dog,Pit Bull,0.3,Male,24.0,Lameness,Eye Discharge,Dehydration,Nasal Discharge,3 days,Yes,No,Yes,Yes,No,No,No,Yes,Yes,39.2°C,125.0,Canine Distemper
Dog,Husky,3.23,Male,24.17,Weakness,Skin Lesions,Labored Breathing,Eye Discharge,12 days,Yes,No,Yes,Yes,Yes,Yes,No,No,No,40.1°C,115.3,Canine Distemper
Dog,Chihuahua,8.4,Male,4.3,Nasal Discharge,Lameness,Skin Lesions,Anorexia,3 days,Yes,No,No,No,No,Yes,No,No,No,38.3°C,118.0,Lyme Disease
Dog,Border Collie,1.0,Male,12.8,Diarrhea,Dehydration,Weakness,Coughing,12 days,Yes,Yes,Yes,No,No,No,No,No,No,40.6°C,65.0,Parvovirus
Dog,Labrador,4.0,Male,30.0,Vomiting,Loss Of Appetite,Lethargy,Fever,5 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.2°C,100.0,Canine Parvovirus
Dog,Pit Bull,6.45,Female,12.45,Vomiting,<missing>,Lameness,Nasal Discharge,4 weeks,Yes,No,Yes,No,No,No,No,No,No,38.8°C,109.5,Gastroenteritis
Dog,Golden Retriever,0.8,Male,26.7,Coughing,Labored Breathing,Skin Lesions,Fever,10 days,Yes,Yes,No,No,No,No,No,No,Yes,39.0°C,144.0,Gastroenteritis
Dog,German Shepherd,4.23,Female,4.24,Eye Discharge,Lethargy,Vomiting,Coughing,1 days,No,Yes,Yes,No,No,No,No,Yes,No,39.1°C,99.02,Gastroenteritis
Dog,German Shepherd,14.11,Female,13.58,Change In Gait,Stiffness,Joint Pain,Reluctance To Play,14 days,No,No,No,No,No,Yes,No,No,No,39.2°C,103.63,Arthritis
Dog,Boxer,0.2,Male,25.8,Skin Lesions,Lethargy,Vomiting,Weakness,9 days,Yes,No,Yes,Yes,No,No,No,No,No,39.7°C,138.0,Parvovirus
Dog,Labrador,0.2,Female,28.73,Vomiting,Skin Lesions,Diarrhea,Lethargy,3 days,Yes,Yes,Yes,No,No,No,No,No,No,38.9°C,154.72,Gastroenteritis
Dog,Shih Tzu,0.84,Female,25.41,Labored Breathing,Skin Lesions,Lethargy,Loss Of Appetite,11 days,Yes,Yes,No,No,No,Yes,No,No,No,38.8°C,130.95,Lyme Disease
Dog,Bulldog,4.32,Male,3.34,Coughing,Lethargy,Diarrhea,Vomiting,2 days,Yes,Yes,Yes,Yes,No,No,No,No,No,39.1°C,133.07,Canine Parvovirus
Dog,Dalmatian,3.28,Female,3.28,Fever,Lameness,Loss Of Appetite,Skin Lesions,13 days,No,No,No,No,No,Yes,No,No,No,38.9°C,107.07,Lyme Disease
Dog,Labrador,3.7,Female,28.7,Skin Lesions,Nasal_Discharge,Eye_Discharge,Labored Breathing,7 days,Yes,No,Yes,Yes,No,No,No,No,No,38.5°C,108.0,Canine Distemper
Dog,Dachshund,12.2,Male,19.8,Joint Pain,Reluctance To Play,Difficulty Rising,Stiffness,10 days,Yes,No,Yes,No,No,Yes,No,No,No,38.8°C,125.0,Arthritis
Dog,Poodle,3.55,Female,28.78,Nasal Discharge,Fever,Diarrhea,Coughing,13 days,No,No,Yes,No,No,No,No,No,No,37.7°C,104.64,Gastroenteritis
Dog,German Shepherd,8.95,Female,3.91,Vomiting,Vomiting,Fever,Skin Lesions,4 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,119.87,Gastroenteritis
Dog,Rottweiler,6.9,Female,67.4,Diarrhea,Lethargy,Eye Discharge,Appetite Loss,8 days,Yes,Yes,Yes,No,No,No,No,No,No,38.9°C,123.0,Gastroenteritis
Dog,German Shepherd,5.1,Female,31.4,Weakness,Nasal Discharge,Fever,Dehydration,11 days,Yes,No,No,No,No,Yes,Yes,No,No,38.5°C,85.0,Lyme Disease
Dog,Labrador Retriever,4.0,Male,24.0,Skin Lesions,Weakness,Fever,Diarrhea,1 days,No,No,No,Yes,No,No,No,Yes,No,38.8°C,67.0,Kennel Cough
Dog,Shih Tzu,9.62,Female,24.65,Eye_Discharge,Anorexia,Diarrhea,Weakness,4 days,No,No,No,Yes,No,No,No,Yes,Yes,37.8°C,113.9,Kennel Cough
Dog,Doberman Pinscher,11.02,Female,28.91,Weakness,Eye Discharge,Lameness,Anorexia,11 days,Yes,No,No,No,No,No,No,No,No,39.3°C,114.66,Gastroenteritis
Dog,Akita,9.9,Male,13.63,Nasal Discharge,Loss Of Appetite,Eye Discharge,Labored Breathing,7 days,No,No,No,No,No,Yes,No,No,No,39.2°C,80.8,Lyme Disease
Dog,Dalmatian,6.5,Female,26.0,Skin Lesions,Fever,Coughing,Coughing,8 days,No,Yes,Yes,Yes,No,No,No,No,No,38.7°C,84.0,Canine Distemper
Dog,Labrador Retriever,0.61,Male,32.5,Dehydration,Anorexia,Skin Lesions,Diarrhea,14 hours,No,Yes,No,Yes,No,No,No,Yes,Yes,39.0°C,155.94,Kennel Cough
Dog,Yorkshire Terrier,4.0,Male,8.0,Lethargy,Vomiting,Loss Of Appetite,Fever,3 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,39.2°C,100.0,Canine Heartworm Disease
Dog,Labrador Retriever,9.4,Female,31.2,Eye Discharge,Diarrhea,Dehydration,Nasal Discharge,7 days,No,No,Yes,No,No,No,No,No,No,37.9°C,63.0,Gastroenteritis
Dog,Shih Tzu,1.82,Female,3.62,Vomiting,Nasal_Discharge,Eye Discharge,Weakness,6 days,Yes,No,No,No,No,No,No,Yes,Yes,39.0°C,86.66,Kennel Cough
Dog,Rottweiler,6.1,Male,23.15,<missing>,Vomiting,Labored Breathing,Dehydration,6 days,No,No,No,Yes,Yes,No,No,Yes,No,39.6°C,126.79,Canine Distemper
Dog,Pit Bull,1.93,Male,15.46,Nasal_Discharge,Fever,Coughing,Eye Discharge,10 days,Yes,No,Yes,Yes,No,No,No,No,Yes,39.6°C,62.39,Canine Distemper
Dog,Pit Bull,3.59,Male,18.46,Diarrhea,Lameness,Nasal Discharge,Coughing,7 days,No,No,No,No,Yes,No,No,No,No,38.6°C,74.86,Kennel Cough
Dog,Golden Retriever,1.7,Male,34.3,Lameness,Vomiting,Eye Discharge,Anorexia,13 days,Yes,No,Yes,No,No,No,No,No,No,37.9°C,65.0,Gastroenteritis
Dog,Yorkshire Terrier,6.6,Female,4.3,Anorexia,Coughing,Diarrhea,Eye_Discharge,1 days,No,No,No,No,No,No,No,Yes,Yes,38.4°C,114.0,Kennel Cough
Dog,Beagle,7.68,Female,38.68,Vomiting,Nasal Discharge,Diarrhea,Lameness,11 days,No,No,No,No,No,Yes,No,No,No,38.4°C,84.51,Lyme Disease
Dog,Yorkshire Terrier,7.39,Male,5.71,Appetite Loss,Lethargy,Coughing,Labored Breathing,2 weeks,Yes,No,No,Yes,Yes,No,No,No,No,39.5°C,121.94,Chronic Bronchitis
Dog,Siberian Husky,8.76,Male,28.74,Weakness,Coughing,Diarrhea,Fever,3 days,Yes,Yes,No,No,No,No,No,No,No,39.0°C,68.94,Gastroenteritis
Dog,German Shepherd,5.6,Female,31.3,Lameness,Diarrhea,Anorexia,Labored Breathing,12 days,Yes,No,Yes,No,No,No,No,Yes,Yes,39.1°C,88.0,Canine Distemper
Dog,Doberman Pinscher,7.24,Female,18.19,Persistent Cough,<missing>,Ocular Discharge,Lethargy,18 days,No,No,No,Yes,Yes,No,No,No,Yes,39.6°C,69.68,Canine Influenza
Dog,Shih Tzu,4.8,Male,12.5,Lethargy,Sneezing,Persistent Cough,Nasal Discharge,13 days,No,Yes,No,Yes,Yes,No,No,Yes,No,39.6°C,75.0,Canine Influenza
Dog,Dalmatian,6.48,Female,17.32,Jaundice,Vomiting,Abdominal Pain,Fever,20 days,Yes,No,Yes,Yes,No,Yes,,,,40.29,107.97,Canine Hepatitis
Dog,Labrador,10.51,Female,33.02,Fever,Lethargy,Loss Of Appetite,<missing>,7 days,Yes,No,No,Yes,No,Yes,No,Yes,No,39.3°C,119.02,Canine Distemper
Dog,Dalmatian,1.41,Male,24.68,Lameness,Diarrhea,Dehydration,Labored Breathing,11 days,No,No,No,No,No,No,No,Yes,No,38.4°C,101.11,Kennel Cough
Dog,Chihuahua,4.0,Female,5.0,Lethargy,Vomiting,Loss Of Appetite,Fever,3 days,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,39.1°C,110.0,Canine Parvovirus
Dog,Bulldog,5.49,Male,19.48,Lameness,Nasal Discharge,Labored Breathing,Skin Lesions,10 days,Yes,No,No,No,No,Yes,No,No,No,39.3°C,69.83,Lyme Disease
Dog,Golden Retriever,0.5,Male,20.3,Nasal Discharge,Fever,Coughing,Lethargy,4 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,132.0,Parvovirus
Dog,Dalmatian,0.4,Female,24.3,Eye_Discharge,Weakness,Dehydration,Skin Lesions,5 days,No,Yes,No,Yes,No,No,No,Yes,No,38.6°C,153.0,Kennel Cough
Dog,Yorkshire Terrier,2.53,Male,4.75,Appetite Loss,<missing>,Vomiting,Coughing,21 hours,Yes,Yes,Yes,No,No,No,No,No,No,38.6°C,104.94,Gastroenteritis
Dog,Cocker Spaniel,0.42,Female,13.52,Lethargy,Dehydration,Fever,Vomiting,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,138.43,Parvovirus
Dog,Chihuahua,0.4,Male,26.81,Fever,Dehydration,<missing>,Labored Breathing,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,135.48,Parvovirus
Dog,Labrador,1.4,Female,21.8,Weakness,Eye Discharge,Eye_Discharge,Coughing,11 days,Yes,No,Yes,No,Yes,No,No,Yes,No,39.0°C,89.0,Canine Distemper
Dog,Golden Retriever,6.5,Male,40.5,Fever,Vomiting,Diarrhea,Jaundice,17 days,No,Yes,No,No,No,No,,,,39.5,84.0,Canine Leptospirosis
Dog,Corgi,4.38,Male,45.86,Loss Of Appetite,Coughing,Lethargy,Fever,5 days,Yes,No,Yes,Yes,No,Yes,Yes,No,No,39.4°C,119.39,Canine Parvovirus
Dog,Shih Tzu,11.25,Male,11.72,Nasal Discharge,Loss Of Appetite,Labored Breathing,Eye Discharge,7 days,No,No,No,No,No,Yes,No,No,No,39.2°C,80.0,Lyme Disease
Dog,Labrador Retriever,0.29,Female,7.8,Ocular Discharge,<missing>,Lethargy,Nasal Discharge,8 weeks,Yes,No,No,Yes,Yes,No,No,Yes,Yes,39.7°C,123.31,Canine Influenza
Dog,German Shepherd,0.79,Female,15.65,Eye Discharge,Lameness,Lethargy,Labored Breathing,14 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,150.64,Parvovirus
Dog,Golden Retriever,5.5,Female,22.5,Coughing,Skin Lesions,Fever,Lethargy,3 days,Yes,No,No,No,No,No,No,No,No,38.8°C,97.0,Gastroenteritis
Dog,Dachshund,1.54,Female,11.13,Diarrhea,Jaundice,<missing>,Fever,8 days,Yes,Yes,Yes,Yes,No,Yes,,,,37.19,96.37,Canine Leptospirosis
Dog,Boxer,5.78,Male,24.2,<missing>,Coughing,Nasal_Discharge,Vomiting,12 days,Yes,No,Yes,Yes,Yes,No,No,No,Yes,39.8°C,76.6,Canine Distemper
Dog,Golden Retriever,11.8,Female,38.8,Lameness,Lameness,Labored Breathing,Dehydration,6 days,Yes,No,No,No,No,Yes,No,No,No,38.1°C,121.0,Lyme Disease
Dog,Doberman Pinscher,0.8,Male,23.5,Nasal Discharge,Eye Discharge,Vomiting,Dehydration,4 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,152.0,Parvovirus
Dog,Dachshund,7.0,Female,8.0,Vomiting,Diarrhea,Weight Loss,Appetite Loss,3 days,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,39.2°C,120.0,Gastroenteritis
Dog,Poodle,0.36,Female,31.79,Eye_Discharge,Skin Lesions,Labored Breathing,Lameness,14 days,No,No,No,No,Yes,No,No,Yes,No,38.6°C,143.19,Kennel Cough
Dog,Pug,7.1,Male,22.8,Fever,Vomiting,Diarrhea,Jaundice,17 days,Yes,No,Yes,Yes,Yes,No,,,,40.5,128.0,Canine Leptospirosis
Dog,Pug,3.79,Male,4.15,Fever,Anorexia,Lameness,Labored Breathing,4 days,No,No,No,No,No,Yes,No,No,No,38.6°C,85.7,Lyme Disease
Dog,German Shepherd,5.97,Male,20.6,Anorexia,Coughing,Fever,Nasal Discharge,13 days,No,No,Yes,Yes,No,No,No,Yes,No,40.2°C,128.96,Canine Distemper
Dog,Labrador Retriever,6.5,Female,28.2,Labored Breathing,Lethargy,Dehydration,Vomiting,9 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,126.0,Gastroenteritis
Dog,Dalmatian,0.8,Female,28.4,Diarrhea,Weakness,Vomiting,Nasal Discharge,3 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,154.0,Parvovirus
Dog,Bulldog,1.3,Male,10.9,Fever,Vomiting,Lameness,Nasal Discharge,6 days,Yes,Yes,Yes,No,No,No,No,No,No,38.4°C,65.0,Gastroenteritis
Dog,Yorkshire Terrier,1.74,Male,17.14,Eye Discharge,Dehydration,Anorexia,Diarrhea,10 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,127.76,Gastroenteritis
Dog,Rottweiler,4.68,Female,32.84,Dehydration,Weakness,Fever,Diarrhea,13 days,No,Yes,Yes,No,No,No,,,,42.71,90.34,Salmonellosis
Dog,Husky,7.6,Female,25.3,Pale Gums,Loss Of Appetite,Vomiting,Jaundice,16 days,Yes,Yes,No,No,No,No,No,No,No,39.2°C,89.0,Tick-Borne Disease
Dog,Chihuahua,5.2,Female,34.21,Eye_Discharge,Skin Lesions,Eye Discharge,Coughing,6 days,No,No,No,Yes,No,No,No,Yes,No,38.9°C,129.39,Kennel Cough
Dog,German Shepherd,7.4,Female,14.8,Fever,Vomiting,Diarrhea,Jaundice,7 days,No,Yes,No,Yes,No,No,,,,40,137.0,Canine Leptospirosis
Dog,Beagle,4.53,Female,31.92,Lethargy,Coughing,Fever,Loss Of Appetite,4 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.2°C,119.4,Canine Parvovirus
Dog,Labrador Retriever,14.2,Male,23.6,Change In Gait,Joint Pain,Limping,Reluctance To Play,21 days,No,No,No,No,No,Yes,No,No,No,38.7°C,136.0,Arthritis
Dog,Shih Tzu,1.4,Female,6.5,Eye Discharge,Appetite Loss,Labored Breathing,Anorexia,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,99.0,Gastroenteritis
Dog,Chihuahua,1.0,Male,4.6,Eye_Discharge,Fever,Coughing,Eye Discharge,12 days,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,39.7°C,122.0,Canine Distemper
Dog,Shih Tzu,2.53,Male,60.9,Dehydration,Coughing,Skin Lesions,Anorexia,4 days,Yes,No,No,Yes,Yes,No,No,Yes,No,38.8°C,124.02,Kennel Cough
Dog,Shih Tzu,5.9,Male,3.8,Anorexia,Vomiting,Lameness,Skin Lesions,10 days,No,No,No,Yes,No,No,No,No,Yes,39.3°C,83.0,Kennel Cough
Dog,Labrador Retriever,0.9,Male,10.2,Dehydration,Skin Lesions,Lameness,Labored Breathing,9 days,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,157.0,Parvovirus
Dog,Beagle,6.9,Male,25.4,Fever,Vomiting,Diarrhea,Jaundice,3 days,Yes,Yes,No,No,No,Yes,,,,40.3,94.0,Canine Leptospirosis
Dog,Dalmatian,10.79,Female,36.56,Dehydration,Labored Breathing,Lameness,Lameness,6 days,Yes,No,No,No,No,Yes,No,No,No,38.1°C,127.86,Lyme Disease
Dog,Labrador Retriever,2.7,Male,32.57,Fever,Anorexia,<missing>,Nasal_Discharge,9 days,Yes,Yes,Yes,No,No,No,No,Yes,Yes,39.7°C,83.68,Canine Distemper
Dog,Dachshund,0.8,Female,14.3,Eye Discharge,Labored Breathing,Lameness,Lethargy,14 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,151.0,Parvovirus
Dog,Poodle,9.25,Male,32.94,Vomiting,Jaundice,Fever,Abdominal Pain,16 days,Yes,Yes,No,No,No,No,,,,37.65,78.89,Canine Hepatitis
Dog,Poodle,7.4,Male,10.2,Jaundice,Lethargy,Loss Of Appetite,Fever,10 days,Yes,No,No,No,No,No,No,No,No,40.0°C,65.0,Tick-Borne Disease
Dog,Siberian Husky,5.73,Female,30.21,Vomiting,Lethargy,Pale Gums,Fever,9 days,No,Yes,Yes,No,No,No,No,No,No,39.8°C,73.1,Tick-Borne Disease
Dog,Poodle,4.92,Male,21.97,Fever,Jaundice,Vomiting,Diarrhea,10 days,Yes,Yes,No,No,Yes,No,,,,37.53,100.87,Canine Leptospirosis
Dog,Yorkshire Terrier,11.17,Female,30.01,Lameness,Swollen Lymph Nodes,Diarrhea,Neurological Signs,9 days,Yes,No,Yes,No,Yes,Yes,No,No,No,39.6°C,86.66,Tick-Borne Disease
Dog,Husky,10.32,Male,15.02,<missing>,Weakness,Dehydration,Nasal Discharge,2 days,Yes,No,No,No,No,Yes,No,No,No,39.1°C,113.32,Lyme Disease
Dog,Siberian Husky,2.21,Female,21.17,<missing>,Nasal Discharge,Sneezing,Persistent Cough,3 days,Yes,Yes,No,Yes,No,No,No,Yes,No,38.7°C,68.87,Canine Influenza
Dog,Pit Bull,1.64,Male,10.78,Jaundice,Fever,Vomiting,Diarrhea,8 days,Yes,Yes,Yes,Yes,No,Yes,,,,36.91,100.36,Canine Leptospirosis
Dog,Border Collie,0.21,Male,2.71,Vomiting,Coughing,Fever,Nasal Discharge,16 hours,Yes,Yes,Yes,No,No,No,No,No,No,40.2°C,119.95,Parvovirus
Dog,Beagle,4.0,Female,15.0,Coughing,Loss Of Appetite,Lethargy,Fever,4 days,Yes,No,Yes,Yes,No,No,Yes,Yes,No,39.2°C,125.0,Canine Influenza
Dog,Pit Bull,3.81,Male,12.61,Fever,Jaundice,Vomiting,Abdominal Pain,8 days,No,Yes,No,No,Yes,Yes,,,,42.73,122.08,Canine Hepatitis
Dog,Pug,8.55,Female,-7.58,Fever,Weakness,Anorexia,Nasal_Discharge,13 days,No,No,No,Yes,No,No,No,No,No,38.9°C,93.96,Kennel Cough
Dog,Corgi,3.8,Male,13.6,Vomiting,Anorexia,Lameness,Coughing,12 days,Yes,Yes,No,Yes,Yes,No,No,Yes,No,40.5°C,107.0,Canine Distemper
Dog,Husky,12.78,Male,21.22,Stiffness,Change In Gait,Joint Pain,Difficulty Rising,2 weeks,No,No,No,No,No,Yes,No,No,No,38.9°C,111.1,Arthritis
Dog,Dachshund,9.49,Female,30.74,Reluctance To Play,Lethargy,Limping,Difficulty Rising,15 days,No,No,No,No,No,Yes,No,No,No,39.2°C,138.0,Arthritis
Dog,Bulldog,0.1,Male,16.8,Anorexia,Nasal Discharge,Fever,Lameness,11 days,No,Yes,Yes,No,No,No,No,No,No,39.0°C,123.0,Parvovirus
Dog,Poodle,8.4,Female,17.7,Skin Lesions,Dehydration,Labored Breathing,Coughing,15 hours,No,No,No,Yes,No,No,No,Yes,No,38.9°C,116.0,Kennel Cough
